time,local_time,year,month,day,hour,month_name,season,u_wind_sfc,v_wind_sfc,relative_humidity_sfc,pressure_sfc,precip_rate_sfc,temperature_sfc,sensible_heat_flux_qcecor,latent_heat_flux_qcecor
2014-01-02 13:30:00,2014-01-02 09:30:00-04:00,2014,1,2,9,January,wet,-2.5868552,-1.405386,63.771164,1003.1014,0.0,305.3735,,
2014-01-02 14:30:00,2014-01-02 10:30:00-04:00,2014,1,2,10,January,wet,-3.3455603,-0.92943394,56.884007,1002.6752,0.0,306.5783,,
2014-01-02 15:30:00,2014-01-02 11:30:00-04:00,2014,1,2,11,January,wet,-4.4246564,-1.9147222,50.215073,1002.0405,0.0,307.41266,,
2014-01-02 16:30:00,2014-01-02 12:30:00-04:00,2014,1,2,12,January,wet,-3.987085,-1.6401851,48.05116,1001.3367,0.0,308.0006,,
2014-01-02 17:30:00,2014-01-02 13:30:00-04:00,2014,1,2,13,January,wet,-2.8376524,-2.33734,47.991676,1000.2332,0.0,308.11972,,
2014-01-02 18:30:00,2014-01-02 14:30:00-04:00,2014,1,2,14,January,wet,-3.220387,-1.6581439,47.524925,999.05896,0.0,308.06406,,
2014-01-02 19:30:00,2014-01-02 15:30:00-04:00,2014,1,2,15,January,wet,-2.5851512,-0.30355528,53.80817,998.2687,0.0,306.7349,,
2014-01-02 20:30:00,2014-01-02 16:30:00-04:00,2014,1,2,16,January,wet,-1.8198808,0.38333023,60.028828,997.9718,0.0,306.36365,,
2014-01-02 21:30:00,2014-01-02 17:30:00-04:00,2014,1,2,17,January,wet,-1.8613929,-0.68454117,69.17361,998.3113,0.0,303.8267,,
2014-01-02 22:30:00,2014-01-02 18:30:00-04:00,2014,1,2,18,January,wet,-0.79737157,0.47329983,79.71366,998.89166,0.0,301.47998,,
2014-01-02 23:30:00,2014-01-02 19:30:00-04:00,2014,1,2,19,January,wet,-0.035161152,-0.48452717,90.509995,999.6553,0.0,299.7658,,
2014-01-03 00:30:00,2014-01-02 20:30:00-04:00,2014,1,2,20,January,wet,-0.01036156,-0.5805979,92.96394,1000.6276,4.4553166e-05,298.96283,,
2014-01-03 01:30:00,2014-01-02 21:30:00-04:00,2014,1,2,21,January,wet,-0.028647648,-0.086898014,94.2133,1001.41864,0.0001336595,298.47678,,
2014-01-03 02:30:00,2014-01-02 22:30:00-04:00,2014,1,2,22,January,wet,0.0,0.0,95.85167,1001.75464,0.00022276584,297.88214,,
2014-01-03 03:30:00,2014-01-02 23:30:00-04:00,2014,1,2,23,January,wet,-0.11174292,-0.27932274,96.76228,1001.86383,0.00029863502,297.5686,,
2014-01-03 04:30:00,2014-01-03 00:30:00-04:00,2014,1,3,0,January,wet,-0.071293935,-0.3646424,98.518326,1001.332,0.000361267,296.9515,,
2014-01-03 05:30:00,2014-01-03 01:30:00-04:00,2014,1,3,1,January,wet,0.025714194,-0.0051081525,98.86667,1000.82513,0.000423899,296.71652,,
2014-01-03 06:30:00,2014-01-03 02:30:00-04:00,2014,1,3,2,January,wet,0.05239938,-1.2964406,100.1672,1000.5906,0.00049055327,296.58505,,
2014-01-03 07:30:00,2014-01-03 03:30:00-04:00,2014,1,3,3,January,wet,0.01068469,-1.2702686,98.12834,1000.62506,0.00056122977,297.6387,,
2014-01-03 08:30:00,2014-01-03 04:30:00-04:00,2014,1,3,4,January,wet,-0.18656397,-0.61741066,98.67168,1001.19336,0.00063190627,297.57535,,
2014-01-03 09:30:00,2014-01-03 05:30:00-04:00,2014,1,3,5,January,wet,0.2833257,-1.4964894,97.25902,1001.8358,0.0006532409,298.02197,,
2014-01-03 10:30:00,2014-01-03 06:30:00-04:00,2014,1,3,6,January,wet,-0.09531362,-1.4180601,97.16335,1002.7184,0.00062523363,298.53043,,
2014-01-03 11:30:00,2014-01-03 07:30:00-04:00,2014,1,3,7,January,wet,-0.43864855,-1.9603513,94.335,1003.497,0.0005972263,299.70996,,
2014-01-03 12:30:00,2014-01-03 08:30:00-04:00,2014,1,3,8,January,wet,-0.89979696,-2.8131847,81.82768,1004.1262,0.00077422446,302.80685,,
2014-01-03 13:30:00,2014-01-03 09:30:00-04:00,2014,1,3,9,January,wet,-2.3183503,-3.727343,70.964165,1004.265,0.001156228,304.28265,,
2014-01-03 14:30:00,2014-01-03 10:30:00-04:00,2014,1,3,10,January,wet,-2.805251,-2.9899712,68.18449,1003.7851,0.0015382315,305.1667,,
2014-01-03 15:30:00,2014-01-03 11:30:00-04:00,2014,1,3,11,January,wet,-2.3413382,-2.7671669,67.22245,1003.33105,0.009698516,305.368,,
2014-01-03 16:30:00,2014-01-03 12:30:00-04:00,2014,1,3,12,January,wet,-1.481069,-2.3899124,65.20999,1002.20483,0.025637083,305.74713,,
2014-01-03 17:30:00,2014-01-03 13:30:00-04:00,2014,1,3,13,January,wet,-1.9192666,-2.4654014,64.43468,1000.9564,0.041575648,306.07678,,
2014-01-03 18:30:00,2014-01-03 14:30:00-04:00,2014,1,3,14,January,wet,-1.8013109,-2.6757264,63.55099,999.91974,0.05907599,306.20508,,
2014-01-03 19:30:00,2014-01-03 15:30:00-04:00,2014,1,3,15,January,wet,-1.7248689,-2.9708638,63.90867,999.65,0.0781381,305.87247,,
2014-01-03 20:30:00,2014-01-03 16:30:00-04:00,2014,1,3,16,January,wet,-1.4359143,-2.2870665,66.62517,999.9068,0.097200215,305.04596,,
2014-01-03 21:30:00,2014-01-03 17:30:00-04:00,2014,1,3,17,January,wet,-1.3007098,-0.80750245,75.08623,1000.3638,0.09048103,303.52652,,
2014-01-03 22:30:00,2014-01-03 18:30:00-04:00,2014,1,3,18,January,wet,-0.67814934,-0.8743922,83.851845,1001.34515,0.057980537,301.7852,,
2014-01-03 23:30:00,2014-01-03 19:30:00-04:00,2014,1,3,19,January,wet,-0.045893565,0.09851626,94.25166,1002.00336,0.025480049,299.98505,,
2014-01-04 00:30:00,2014-01-03 20:30:00-04:00,2014,1,3,20,January,wet,-0.0032621697,-0.30736277,97.96,1002.51855,0.007753438,298.85385,,
2014-01-04 01:30:00,2014-01-03 21:30:00-04:00,2014,1,3,21,January,wet,0.037034813,0.17503771,98.806564,1003.16534,0.004800706,298.29755,,
2014-01-04 02:30:00,2014-01-03 22:30:00-04:00,2014,1,3,22,January,wet,-0.08282238,-0.074207656,100.0656,1003.1771,0.0018479743,297.86588,,
2014-01-04 03:30:00,2014-01-03 23:30:00-04:00,2014,1,3,23,January,wet,0.08113218,-0.01865015,99.90165,1003.26904,0.00033635675,297.27524,,
2014-01-04 04:30:00,2014-01-04 00:30:00-04:00,2014,1,4,0,January,wet,0.30136147,0.1830895,100.0656,1002.8855,0.00026585328,296.9282,,
2014-01-04 05:30:00,2014-01-04 01:30:00-04:00,2014,1,4,1,January,wet,0.07338441,0.07979589,100.168846,1002.60474,0.0001953498,296.9304,,
2014-01-04 06:30:00,2014-01-04 02:30:00-04:00,2014,1,4,2,January,wet,0.043929312,0.05437312,100.41149,1002.11615,0.0001378871,296.61978,,
2014-01-04 07:30:00,2014-01-04 03:30:00-04:00,2014,1,4,3,January,wet,0.049946353,0.06240845,100.50489,1002.17035,9.3465176e-05,296.39865,,
2014-01-04 08:30:00,2014-01-04 04:30:00-04:00,2014,1,4,4,January,wet,8.27116e-05,0.000101776575,100.134445,1002.5807,4.9043247e-05,296.71445,,
2014-01-04 09:30:00,2014-01-04 05:30:00-04:00,2014,1,4,5,January,wet,0.001109745,0.05618484,100.17868,1003.2834,3.7209153e-05,296.91656,,
2014-01-04 10:30:00,2014-01-04 06:30:00-04:00,2014,1,4,6,January,wet,-0.08885152,0.03117382,99.97868,1004.27856,5.796289e-05,297.71698,,
2014-01-04 11:30:00,2014-01-04 07:30:00-04:00,2014,1,4,7,January,wet,-1.2390023,0.63094544,97.30984,1005.14703,7.871663e-05,299.35547,,
2014-01-04 12:30:00,2014-01-04 08:30:00-04:00,2014,1,4,8,January,wet,-1.8623631,0.55311716,88.680336,1005.5871,0.028838852,301.64624,,
2014-01-04 13:30:00,2014-01-04 09:30:00-04:00,2014,1,4,9,January,wet,-1.8281914,-0.46255112,76.50739,1005.4326,0.08633837,304.10294,,
2014-01-04 14:30:00,2014-01-04 10:30:00-04:00,2014,1,4,10,January,wet,-3.2966106,-1.3126189,69.03738,1004.98004,0.14383788,304.5734,,
2014-01-04 15:30:00,2014-01-04 11:30:00-04:00,2014,1,4,11,January,wet,-3.6566997,-1.764482,61.781796,1004.28217,0.20391566,305.93082,,
2014-01-04 16:30:00,2014-01-04 12:30:00-04:00,2014,1,4,12,January,wet,-2.4894621,-2.1262488,62.415737,1003.31,0.26657167,305.97626,,
2014-01-04 17:30:00,2014-01-04 13:30:00-04:00,2014,1,4,13,January,wet,-2.8471634,-2.4869037,58.356735,1001.99976,0.3292277,306.8557,,
2014-01-04 18:30:00,2014-01-04 14:30:00-04:00,2014,1,4,14,January,wet,-2.2932642,-2.35439,61.631153,1000.9182,0.35913283,306.06403,,
2014-01-04 19:30:00,2014-01-04 15:30:00-04:00,2014,1,4,15,January,wet,-2.1353457,-1.3694584,67.36754,1000.2311,0.3562871,305.00833,,
2014-01-04 20:30:00,2014-01-04 16:30:00-04:00,2014,1,4,16,January,wet,-1.2003216,0.6208813,79.22788,999.9689,0.35344136,303.48297,,
2014-01-04 21:30:00,2014-01-04 17:30:00-04:00,2014,1,4,17,January,wet,-1.283704,-0.37932962,81.22328,1000.6177,0.31872642,302.95245,,
2014-01-04 22:30:00,2014-01-04 18:30:00-04:00,2014,1,4,18,January,wet,-2.2080019,-0.99326694,84.84589,1001.25854,0.25214228,301.28967,,
2014-01-04 23:30:00,2014-01-04 19:30:00-04:00,2014,1,4,19,January,wet,-1.2443329,-0.45310798,84.09346,1001.85394,0.18555811,299.91785,,
2014-01-05 00:30:00,2014-01-04 20:30:00-04:00,2014,1,4,20,January,wet,-0.36593553,0.2626488,87.88032,1002.67523,0.17656069,299.05624,,
2014-01-05 01:30:00,2014-01-04 21:30:00-04:00,2014,1,4,21,January,wet,-0.11299994,-0.0134937335,91.12623,1003.2557,0.22514999,298.22717,,
2014-01-05 02:30:00,2014-01-04 22:30:00-04:00,2014,1,4,22,January,wet,-0.28863156,0.42808786,94.22623,1003.6708,0.27373928,298.18216,,
2014-01-05 03:30:00,2014-01-04 23:30:00-04:00,2014,1,4,23,January,wet,0.14661409,0.39425197,96.17377,1003.7442,0.25966734,298.14163,,
2014-01-05 04:30:00,2014-01-05 00:30:00-04:00,2014,1,5,0,January,wet,-0.12810263,0.9291006,96.509834,1003.6984,0.18293417,298.39462,,
2014-01-05 05:30:00,2014-01-05 01:30:00-04:00,2014,1,5,1,January,wet,-0.27484906,0.01938345,97.57049,1002.90845,0.106201,298.35074,,
2014-01-05 06:30:00,2014-01-05 02:30:00-04:00,2014,1,5,2,January,wet,-0.05555681,0.22663598,99.116394,1002.4976,0.061404265,297.9449,,
2014-01-05 07:30:00,2014-01-05 03:30:00-04:00,2014,1,5,3,January,wet,-0.18029906,2.2159479,97.02461,1002.4438,0.048543967,298.09592,,
2014-01-05 08:30:00,2014-01-05 04:30:00-04:00,2014,1,5,4,January,wet,-0.56258297,0.8744118,97.336075,1002.74255,0.035683665,297.8303,,
2014-01-05 09:30:00,2014-01-05 05:30:00-04:00,2014,1,5,5,January,wet,0.060544048,0.025312914,99.19015,1003.5951,0.024502499,297.3413,,
2014-01-05 10:30:00,2014-01-05 06:30:00-04:00,2014,1,5,6,January,wet,0.08069636,0.11522252,99.69016,1004.6066,0.015000464,297.37686,,
2014-01-05 11:30:00,2014-01-05 07:30:00-04:00,2014,1,5,7,January,wet,-0.8207111,1.3861647,90.79833,1005.5313,0.0054984293,299.9955,,
2014-01-05 12:30:00,2014-01-05 08:30:00-04:00,2014,1,5,8,January,wet,-0.96911955,0.81706727,84.46396,1006.1294,0.08653199,301.5398,,
2014-01-05 13:30:00,2014-01-05 09:30:00-04:00,2014,1,5,9,January,wet,-1.8140874,0.6382808,80.29607,1006.1707,0.25810114,302.95535,,
2014-01-05 14:30:00,2014-01-05 10:30:00-04:00,2014,1,5,10,January,wet,-2.1268656,-0.8447,68.851,1005.57385,0.4296703,304.8007,,
2014-01-05 15:30:00,2014-01-05 11:30:00-04:00,2014,1,5,11,January,wet,-2.1718364,-0.7894267,68.39295,1004.63257,0.6322532,304.2941,,
2014-01-05 16:30:00,2014-01-05 12:30:00-04:00,2014,1,5,12,January,wet,-1.1404035,2.105545,75.02787,1003.7117,0.8658499,303.7859,,
2014-01-05 17:30:00,2014-01-05 13:30:00-04:00,2014,1,5,13,January,wet,-2.3388572,0.9262389,73.055084,1002.4636,1.0994465,304.21014,,
2014-01-05 18:30:00,2014-01-05 14:30:00-04:00,2014,1,5,14,January,wet,-2.027089,-0.07705324,71.62541,1001.8391,1.0446233,304.46634,,
2014-01-05 19:30:00,2014-01-05 15:30:00-04:00,2014,1,5,15,January,wet,-3.4832754,-0.18448326,86.84327,1001.8935,0.70138,300.78168,,
2014-01-05 20:30:00,2014-01-05 16:30:00-04:00,2014,1,5,16,January,wet,-0.086380795,0.8546614,94.4951,1001.77216,0.3581367,299.5222,,
2014-01-05 21:30:00,2014-01-05 17:30:00-04:00,2014,1,5,17,January,wet,0.45897418,0.80910563,96.81805,1002.0279,0.15666336,299.4028,,
2014-01-05 22:30:00,2014-01-05 18:30:00-04:00,2014,1,5,18,January,wet,0.1028822,0.7428819,97.35575,1002.6756,0.09695992,299.0115,,
2014-01-05 23:30:00,2014-01-05 19:30:00-04:00,2014,1,5,19,January,wet,0.11378527,0.27759472,99.11473,1003.21,0.037256483,298.54074,,
2014-01-06 00:30:00,2014-01-05 20:30:00-04:00,2014,1,5,20,January,wet,0.82733804,-0.37264472,99.67214,1004.1032,0.0088915825,298.12637,,
2014-01-06 01:30:00,2014-01-05 21:30:00-04:00,2014,1,5,21,January,wet,0.014939913,-0.1325112,100.08524,1004.2658,0.011865217,297.6975,,
2014-01-06 02:30:00,2014-01-05 22:30:00-04:00,2014,1,5,22,January,wet,0.6200837,0.395454,100.39833,1004.2753,0.014838852,297.50912,,
2014-01-06 03:30:00,2014-01-05 23:30:00-04:00,2014,1,5,23,January,wet,-0.017504867,1.0775746,100.122955,1004.5704,0.014440661,297.43106,,
2014-01-06 04:30:00,2014-01-06 00:30:00-04:00,2014,1,6,0,January,wet,-0.23940702,0.68077654,99.5672,1004.2969,0.010670643,297.80054,,
2014-01-06 05:30:00,2014-01-06 01:30:00-04:00,2014,1,6,1,January,wet,0.65667087,0.69241583,99.88691,1003.80347,0.0069006267,297.5865,,
2014-01-06 06:30:00,2014-01-06 02:30:00-04:00,2014,1,6,2,January,wet,0.8020731,0.65111655,99.911476,1003.18805,0.0073874514,297.29184,,
2014-01-06 07:30:00,2014-01-06 03:30:00-04:00,2014,1,6,3,January,wet,0.68552226,1.1068515,99.19345,1003.2179,0.012131117,297.46426,,
2014-01-06 08:30:00,2014-01-06 04:30:00-04:00,2014,1,6,4,January,wet,0.6491727,0.9646043,99.085236,1003.42786,0.016874785,297.4921,,
2014-01-06 09:30:00,2014-01-06 05:30:00-04:00,2014,1,6,5,January,wet,0.32969525,0.65068775,99.011505,1004.0149,0.016459435,297.6189,,
2014-01-06 10:30:00,2014-01-06 06:30:00-04:00,2014,1,6,6,January,wet,0.13132893,0.18756086,99.286896,1004.6573,0.01088507,297.6998,,
2014-01-06 11:30:00,2014-01-06 07:30:00-04:00,2014,1,6,7,January,wet,-0.19711663,0.8439402,96.749176,1005.2605,0.005310706,298.83902,,
2014-01-06 12:30:00,2014-01-06 08:30:00-04:00,2014,1,6,8,January,wet,0.04372123,0.58439624,90.94919,1005.66284,0.031886477,300.30133,,
2014-01-06 13:30:00,2014-01-06 09:30:00-04:00,2014,1,6,9,January,wet,-1.353618,-0.45858037,87.22624,1005.5802,0.09061238,301.64114,,
2014-01-06 14:30:00,2014-01-06 10:30:00-04:00,2014,1,6,10,January,wet,-2.02967,-0.30384338,80.22854,1005.1677,0.14933829,303.04688,,
2014-01-06 15:30:00,2014-01-06 11:30:00-04:00,2014,1,6,11,January,wet,-1.9759796,-1.558906,73.106224,1004.6936,0.2592298,304.47116,,
2014-01-06 16:30:00,2014-01-06 12:30:00-04:00,2014,1,6,12,January,wet,-3.0928464,-1.9232126,66.69984,1003.4411,0.42028698,305.17203,,
2014-01-06 17:30:00,2014-01-06 13:30:00-04:00,2014,1,6,13,January,wet,-2.4013333,-2.5830557,65.437035,1001.9213,0.5813442,305.32925,,
2014-01-06 18:30:00,2014-01-06 14:30:00-04:00,2014,1,6,14,January,wet,-1.9274759,-2.5966954,72.74689,1000.8999,0.6186551,304.31033,,
2014-01-06 19:30:00,2014-01-06 15:30:00-04:00,2014,1,6,15,January,wet,-1.1954098,-2.19189,83.78033,1000.25287,0.5322197,301.75458,,
2014-01-06 20:30:00,2014-01-06 16:30:00-04:00,2014,1,6,16,January,wet,-1.7508259,0.03882161,81.62559,1000.14575,0.4457844,302.47556,,
2014-01-06 21:30:00,2014-01-06 17:30:00-04:00,2014,1,6,17,January,wet,-1.2667959,1.8355687,87.06065,1000.7394,0.37142906,301.2674,,
2014-01-06 22:30:00,2014-01-06 18:30:00-04:00,2014,1,6,18,January,wet,-0.02561779,0.7427574,87.34918,1001.7065,0.30915377,300.48334,,
2014-01-06 23:30:00,2014-01-06 19:30:00-04:00,2014,1,6,19,January,wet,-0.72112274,-1.4142176,90.41475,1002.9608,0.24687849,299.60803,,
2014-01-07 00:30:00,2014-01-06 20:30:00-04:00,2014,1,6,20,January,wet,0.17409542,-0.56784916,92.50492,1003.5282,0.1874209,298.3642,,
2014-01-07 01:30:00,2014-01-06 21:30:00-04:00,2014,1,6,21,January,wet,0.43780032,0.29840475,96.250824,1003.7589,0.13078104,297.92853,,
2014-01-07 02:30:00,2014-01-06 22:30:00-04:00,2014,1,6,22,January,wet,0.20051119,0.50002515,98.11638,1004.09174,0.07414116,297.68997,,
2014-01-07 03:30:00,2014-01-06 23:30:00-04:00,2014,1,6,23,January,wet,0.24241573,0.423525,98.72456,1004.0903,0.04281429,297.6572,,
2014-01-07 04:30:00,2014-01-07 00:30:00-04:00,2014,1,7,0,January,wet,0.031205114,0.14273731,99.77537,1003.76733,0.036800414,297.55002,,
2014-01-07 05:30:00,2014-01-07 01:30:00-04:00,2014,1,7,1,January,wet,0.314299,0.30903536,100.25083,1003.0175,0.030786544,297.3928,,
2014-01-07 06:30:00,2014-01-07 02:30:00-04:00,2014,1,7,2,January,wet,0.4782288,0.5863105,98.91474,1002.8199,0.024790514,297.5968,,
2014-01-07 07:30:00,2014-01-07 03:30:00-04:00,2014,1,7,3,January,wet,0.72078604,0.9836656,98.24917,1002.7722,0.018812329,297.62476,,
2014-01-07 08:30:00,2014-01-07 04:30:00-04:00,2014,1,7,4,January,wet,0.6458592,0.18346088,99.00327,1003.0018,0.012834141,297.27164,,
2014-01-07 09:30:00,2014-01-07 05:30:00-04:00,2014,1,7,5,January,wet,0.7853833,0.24747553,99.45741,1003.5395,0.08007751,296.9828,,
2014-01-07 10:30:00,2014-01-07 06:30:00-04:00,2014,1,7,6,January,wet,0.19046749,0.8441452,98.739334,1004.2705,0.22054243,297.4967,,
2014-01-07 11:30:00,2014-01-07 07:30:00-04:00,2014,1,7,7,January,wet,0.60719544,1.2468598,90.50001,1004.9905,0.36100736,299.67178,,
2014-01-07 12:30:00,2014-01-07 08:30:00-04:00,2014,1,7,8,January,wet,0.7541524,1.2531543,81.63032,1005.47424,0.53009003,301.65573,,
2014-01-07 13:30:00,2014-01-07 09:30:00-04:00,2014,1,7,9,January,wet,-0.28298724,1.1043494,82.29966,1005.65875,0.7277905,301.85553,,
2014-01-07 14:30:00,2014-01-07 10:30:00-04:00,2014,1,7,10,January,wet,-2.5723214,1.1231873,84.48328,1005.33105,0.9254909,300.7549,,
2014-01-07 15:30:00,2014-01-07 11:30:00-04:00,2014,1,7,11,January,wet,-2.2471485,-0.114764,81.56851,1004.3067,1.0687764,300.84094,,
2014-01-07 16:30:00,2014-01-07 12:30:00-04:00,2014,1,7,12,January,wet,-2.2988381,0.22681385,78.40721,1003.47034,1.1576468,301.69476,,
2014-01-07 17:30:00,2014-01-07 13:30:00-04:00,2014,1,7,13,January,wet,-1.3988839,0.66205204,84.83279,1002.4579,1.2465172,301.34442,,
2014-01-07 18:30:00,2014-01-07 14:30:00-04:00,2014,1,7,14,January,wet,-0.65645224,-2.4032865,84.61474,1002.1641,1.1412396,301.01965,,
2014-01-07 19:30:00,2014-01-07 15:30:00-04:00,2014,1,7,15,January,wet,-0.09801194,-3.5162115,91.94754,1001.75275,0.8418141,298.3567,,
2014-01-07 20:30:00,2014-01-07 16:30:00-04:00,2014,1,7,16,January,wet,-0.37300935,-1.62031,93.737724,1001.3821,0.5423885,298.43015,,
2014-01-07 21:30:00,2014-01-07 17:30:00-04:00,2014,1,7,17,January,wet,0.72282577,-0.7049608,96.255714,1001.1849,0.36293235,298.08615,,
2014-01-07 22:30:00,2014-01-07 18:30:00-04:00,2014,1,7,18,January,wet,0.2537011,0.53795224,97.6213,1001.91974,0.3034456,297.68076,,
2014-01-07 23:30:00,2014-01-07 19:30:00-04:00,2014,1,7,19,January,wet,-0.39012992,1.4037324,99.022934,1002.9394,0.24395888,297.32867,,
2014-01-08 00:30:00,2014-01-07 20:30:00-04:00,2014,1,7,20,January,wet,0.6515143,-0.53169274,99.57052,1003.6427,0.22366771,297.08798,,
2014-01-08 01:30:00,2014-01-07 21:30:00-04:00,2014,1,7,21,January,wet,-0.10479262,-0.41637614,100.35166,1004.3084,0.24257213,296.96555,,
2014-01-08 02:30:00,2014-01-07 22:30:00-04:00,2014,1,7,22,January,wet,-0.13399836,0.09891664,100.721664,1004.75134,0.26147655,296.71396,,
